"","Well","Sample","Species","Task","Reporter","Quencher","Ct","Cт.Mean","Cт.SD","Quantity","Quantity.Mean","Quantity.SD","Automatic.Ct.Threshold","Ct.Threshold","Automatic.Baseline","Baseline.Start","Baseline.End","Comments","HIGHSD","EXPFAIL","SuperMix"
"135","E10","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",24.03289795,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,20,NA,"Y","N","SM8"
"136","E10","ST3","Herring","UNKNOWN","CY3","NFQ-MGB",26.49081039,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,26,NA,"Y","N","SM8"
"137","E11","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",24.95124054,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,22,NA,"Y","N","SM8"
"138","E11","ST3","Herring","UNKNOWN","CY3","NFQ-MGB",27.24958992,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,26,NA,"Y","N","SM8"
"139","E12","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",24.7792778,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,21,NA,"Y","N","SM8"
"140","E12","ST3","Herring","UNKNOWN","CY3","NFQ-MGB",27.16108513,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,26,NA,"Y","N","SM8"
"141","F10","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",30.72901917,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,26,NA,"Y","N","SM8"
"142","F10","ST5","Herring","UNKNOWN","CY3","NFQ-MGB",33.01877594,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,32,NA,"Y","N","SM8"
"143","F11","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",31.67271233,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,27,NA,"Y","N","SM8"
"144","F11","ST5","Herring","UNKNOWN","CY3","NFQ-MGB",33.98818207,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,33,NA,"Y","N","SM8"
"145","F12","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",31.58649063,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,28,NA,"Y","N","SM8"
"146","F12","ST5","Herring","UNKNOWN","CY3","NFQ-MGB",34.12431717,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,33,NA,"Y","N","SM8"
"147","G11","Blank","Cod","UNKNOWN","FAM","NFQ-MGB",NA,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,41,NA,"Y","Y","SM8"
"148","G11","Blank","Herring","UNKNOWN","CY3","NFQ-MGB",38.97318649,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,37,NA,"Y","Y","SM8"
"149","G1","ST1","Cod","UNKNOWN","FAM","NFQ-MGB",18.26142311,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,14,NA,"Y","Y","SM9"
"150","G1","ST1","Herring","UNKNOWN","CY3","NFQ-MGB",NA,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,41,NA,"Y","Y","SM9"
"151","G2","ST1","Cod","UNKNOWN","FAM","NFQ-MGB",18.10832787,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,14,NA,"Y","N","SM9"
"152","G2","ST1","Herring","UNKNOWN","CY3","NFQ-MGB",20.36651611,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,18,NA,"Y","N","SM9"
"153","G3","ST1","Cod","UNKNOWN","FAM","NFQ-MGB",17.98929787,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,14,NA,"Y","N","SM9"
"154","G3","ST1","Herring","UNKNOWN","CY3","NFQ-MGB",20.29111099,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,18,NA,"Y","N","SM9"
"155","G4","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",25.18188095,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,21,NA,"Y","N","SM9"
"156","G4","ST3","Herring","UNKNOWN","CY3","NFQ-MGB",27.40276527,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,25,NA,"Y","N","SM9"
"157","G5","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",25.30026245,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,21,NA,"Y","N","SM9"
"158","G5","ST3","Herring","UNKNOWN","CY3","NFQ-MGB",27.25572777,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,24,NA,"Y","N","SM9"
"159","G6","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",25.37464333,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,21,NA,"Y","Y","SM9"
"160","G6","ST3","Herring","UNKNOWN","CY3","NFQ-MGB",NA,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,41,NA,"Y","Y","SM9"
"161","G7","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",32.49299622,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,28,NA,"Y","N","SM9"
"162","G7","ST5","Herring","UNKNOWN","CY3","NFQ-MGB",33.79714584,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,31,NA,"Y","N","SM9"
"163","G8","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",31.93900871,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,27,NA,"Y","N","SM9"
"164","G8","ST5","Herring","UNKNOWN","CY3","NFQ-MGB",33.68819809,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,31,NA,"Y","N","SM9"
"165","G9","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",32.25468445,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,28,NA,"Y","N","SM9"
"166","G9","ST5","Herring","UNKNOWN","CY3","NFQ-MGB",33.78802872,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,31,NA,"Y","N","SM9"
"167","G12","Blank","Cod","UNKNOWN","FAM","NFQ-MGB",38.98856354,25.23806,6.060730457,NA,NA,NA,TRUE,0.100954591,TRUE,3,35,NA,"Y","Y","SM9"
"168","G12","Blank","Herring","UNKNOWN","CY3","NFQ-MGB",NA,27.32662201,5.696009636,NA,NA,NA,TRUE,0.01091607,TRUE,3,41,NA,"Y","Y","SM9"
