"","Well","Sample","Species","Task","Reporter","Quencher","Ct","Cт.Mean","Cт.SD","Quantity","Quantity.Mean","Quantity.SD","Automatic.Ct.Threshold","Ct.Threshold","Automatic.Baseline","Baseline.Start","Baseline.End","Comments","HIGHSD","EXPFAIL","SuperMix"
"138","E11","ST3","Saithe","UNKNOWN","JOE","NFQ-MGB",24.70530701,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,22,NA,"Y","N","SM8"
"139","E12","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",24.93408203,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,21,NA,"Y","N","OUT"
"140","E12","ST3","Saithe","UNKNOWN","JOE","NFQ-MGB",24.50768089,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,22,NA,"Y","N","OUT"
"141","F10","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",32.06925964,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,27,NA,"Y","N","SM8"
"142","F10","ST5","Saithe","UNKNOWN","JOE","NFQ-MGB",31.98122215,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,30,NA,"Y","N","SM8"
"143","F11","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",32.01388931,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,28,NA,"Y","N","SM8"
"144","F11","ST5","Saithe","UNKNOWN","JOE","NFQ-MGB",32.00902557,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,30,NA,"Y","N","SM8"
"145","F12","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",32.03443527,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,28,NA,"Y","N","OUT"
"146","F12","ST5","Saithe","UNKNOWN","JOE","NFQ-MGB",31.78636932,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,30,NA,"Y","N","OUT"
"147","G11","Blank","Cod","UNKNOWN","FAM","NFQ-MGB",37.90881729,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,34,NA,"Y","Y","SM8"
"148","G11","Blank","Saithe","UNKNOWN","JOE","NFQ-MGB",21.79665565,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,41,NA,"Y","Y","SM8"
"149","G1","ST1","Cod","UNKNOWN","FAM","NFQ-MGB",19.06353951,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,15,NA,"Y","N","SM9"
"150","G1","ST1","Saithe","UNKNOWN","JOE","NFQ-MGB",18.49729538,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,16,NA,"Y","N","SM9"
"151","G2","ST1","Cod","UNKNOWN","FAM","NFQ-MGB",19.07012939,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,15,NA,"Y","N","SM9"
"152","G2","ST1","Saithe","UNKNOWN","JOE","NFQ-MGB",18.35544014,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,17,NA,"Y","N","SM9"
"153","G3","ST1","Cod","UNKNOWN","FAM","NFQ-MGB",19.0600605,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,15,NA,"Y","N","SM9"
"154","G3","ST1","Saithe","UNKNOWN","JOE","NFQ-MGB",18.28701019,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,17,NA,"Y","N","SM9"
"155","G4","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",26.23263931,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,22,NA,"Y","N","SM9"
"156","G4","ST3","Saithe","UNKNOWN","JOE","NFQ-MGB",25.10838699,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,22,NA,"Y","N","SM9"
"157","G5","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",26.19523621,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,22,NA,"Y","N","SM9"
"158","G5","ST3","Saithe","UNKNOWN","JOE","NFQ-MGB",25.07526207,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,23,NA,"Y","N","SM9"
"159","G6","ST3","Cod","UNKNOWN","FAM","NFQ-MGB",26.30912209,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,22,NA,"Y","N","SM9"
"160","G6","ST3","Saithe","UNKNOWN","JOE","NFQ-MGB",25.24943733,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,23,NA,"Y","N","SM9"
"161","G7","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",33.60223389,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,30,NA,"Y","N","SM9"
"162","G7","ST5","Saithe","UNKNOWN","JOE","NFQ-MGB",32.30980682,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,30,NA,"Y","N","SM9"
"163","G8","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",NA,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,21,NA,"Y","Y","OUT"
"164","G8","ST5","Saithe","UNKNOWN","JOE","NFQ-MGB",4.215542793,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,40,NA,"Y","Y","OUT"
"165","G9","ST5","Cod","UNKNOWN","FAM","NFQ-MGB",33.26331329,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,30,NA,"Y","N","SM9"
"166","G9","ST5","Saithe","UNKNOWN","JOE","NFQ-MGB",31.92049408,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,30,NA,"Y","N","SM9"
"167","G12","Blank","Cod","UNKNOWN","FAM","NFQ-MGB",NA,25.45713615,5.814662457,NA,NA,NA,TRUE,0.113817748,TRUE,3,22,NA,"Y","Y","SM9"
"168","G12","Blank","Saithe","UNKNOWN","JOE","NFQ-MGB",19.91854858,24.80993271,6.014926434,NA,NA,NA,FALSE,0.011,TRUE,3,41,NA,"Y","Y","SM9"
